国家,Zone,Shipping Class,计算方式,条件范围,运费,Currency,
Senegal,Rest of World,no-free-ship,每增加基础计费,>2000,48.09+ceil((重量-2000)/10)*1.26,USD,
Senegal,Rest of World,no-free-ship,重量,<2000,48.09 ,USD,
Sao Tome and Principe,Rest of World,no-free-ship,每增加基础计费,>2000,65.88+ceil((重量-2000)/10)*1.5,USD,
Sao Tome and Principe,Rest of World,no-free-ship,重量,<2000,65.88 ,USD,
San Marino,Rest of World,no-free-ship,每增加基础计费,>2000,63.82+ceil((重量-2000)/10)*2.38,USD,
San Marino,Rest of World,no-free-ship,重量,<2000,63.82 ,USD,
"Samoa, Western",Rest of World,no-free-ship,每增加基础计费,>2000,98.09+ceil((重量-2000)/10)*1.51,USD,
"Samoa, Western",Rest of World,no-free-ship,重量,<2000,98.09 ,USD,
Saint Vincent and The Grenadies,Rest of World,no-free-ship,每增加基础计费,>2000,62.94+ceil((重量-2000)/10)*1.49,USD,
Saint Vincent and The Grenadies,Rest of World,no-free-ship,重量,<2000,62.94 ,USD,
Saint Pierre And Miquelon,Rest of World,no-free-ship,每增加基础计费,>2000,53.09+ceil((重量-2000)/10)*3.34,USD,
Saint Pierre And Miquelon,Rest of World,no-free-ship,重量,<2000,53.09 ,USD,
Saint Lucia,Rest of World,no-free-ship,每增加基础计费,>2000,53.97+ceil((重量-2000)/10)*1.29,USD,
Saint Lucia,Rest of World,no-free-ship,重量,<2000,53.97 ,USD,
Saint Kitts And Nevis,Rest of World,no-free-ship,每增加基础计费,>2000,62.94+ceil((重量-2000)/10)*1.49,USD,
Saint Kitts And Nevis,Rest of World,no-free-ship,重量,<2000,62.94 ,USD,
Saint Helena,Rest of World,no-free-ship,每增加基础计费,>2000,55.88+ceil((重量-2000)/10)*3.21,USD,
Saint Helena,Rest of World,no-free-ship,重量,<2000,55.88 ,USD,
Rwanda,Rest of World,no-free-ship,每增加基础计费,>2000,51.03+ceil((重量-2000)/10)*1.28,USD,
Rwanda,Rest of World,no-free-ship,重量,<2000,51.03 ,USD,
Reunion,Rest of World,no-free-ship,每增加基础计费,>2000,49.41+ceil((重量-2000)/10)*5.51,USD,
Reunion,Rest of World,no-free-ship,重量,<2000,49.41 ,USD,
Pitcairn,Rest of World,no-free-ship,每增加基础计费,>2000,98.97+ceil((重量-2000)/10)*2.40,USD,
Pitcairn,Rest of World,no-free-ship,重量,<2000,98.97 ,USD,
Papua New Guinea,Rest of World,no-free-ship,每增加基础计费,>2000,77.65+ceil((重量-2000)/10)*1.56,USD,
Papua New Guinea,Rest of World,no-free-ship,重量,<2000,77.65 ,USD,
Palestine,Rest of World,no-free-ship,每增加基础计费,>2000,137.35+ceil((重量-2000)/10)*2.74,USD,
Palestine,Rest of World,no-free-ship,重量,<2000,137.35 ,USD,
Northern Mariana Islands,Rest of World,no-free-ship,每增加基础计费,>2000,46.76+ceil((重量-2000)/10)*5.79,USD,
Northern Mariana Islands,Rest of World,no-free-ship,重量,<2000,46.76 ,USD,
Norfolk Island,Rest of World,no-free-ship,每增加基础计费,>2000,77.5+ceil((重量-2000)/10)*1.41,USD,
Norfolk Island,Rest of World,no-free-ship,重量,<2000,77.50 ,USD,
Niue,Rest of World,no-free-ship,每增加基础计费,>2000,104.26+ceil((重量-2000)/10)*1.84,USD,
Niue,Rest of World,no-free-ship,重量,<2000,104.26 ,USD,
Niger,Rest of World,no-free-ship,每增加基础计费,>2000,49.12+ceil((重量-2000)/10)*2.29,USD,
Niger,Rest of World,no-free-ship,重量,<2000,49.12 ,USD,
New Caledonia,Rest of World,no-free-ship,每增加基础计费,>2000,77.65+ceil((重量-2000)/10)*1.56,USD,
New Caledonia,Rest of World,no-free-ship,重量,<2000,77.65 ,USD,
Nauru,Rest of World,no-free-ship,每增加基础计费,>2000,96.18+ceil((重量-2000)/10)*2.53,USD,
Nauru,Rest of World,no-free-ship,重量,<2000,96.18 ,USD,
Namibia,Rest of World,no-free-ship,每增加基础计费,>2000,55+ceil((重量-2000)/10)*2.32,USD,
Namibia,Rest of World,no-free-ship,重量,<2000,55.00 ,USD,
Montserrat,Rest of World,no-free-ship,每增加基础计费,>2000,62.94+ceil((重量-2000)/10)*1.49,USD,
Montserrat,Rest of World,no-free-ship,重量,<2000,62.94 ,USD,
Martinique,Rest of World,no-free-ship,每增加基础计费,>2000,51.76+ceil((重量-2000)/10)*4.94,USD,
Martinique,Rest of World,no-free-ship,重量,<2000,51.76 ,USD,
Marshall Islands,Rest of World,no-free-ship,每增加基础计费,>2000,43.68+ceil((重量-2000)/10)*5.63,USD,
Marshall Islands,Rest of World,no-free-ship,重量,<2000,43.68 ,USD,
Mali,Rest of World,no-free-ship,每增加基础计费,>2000,52.06+ceil((重量-2000)/10)*2.31,USD,
Mali,Rest of World,no-free-ship,重量,<2000,52.06 ,USD,
Malawi,Rest of World,no-free-ship,每增加基础计费,>2000,51.03+ceil((重量-2000)/10)*1.28,USD,
Malawi,Rest of World,no-free-ship,重量,<2000,51.03 ,USD,
Liechtenstein,Rest of World,no-free-ship,每增加基础计费,>2000,48.24+ceil((重量-2000)/10)*4.34,USD,
Liechtenstein,Rest of World,no-free-ship,重量,<2000,48.24 ,USD,
Liberia,Rest of World,no-free-ship,每增加基础计费,>2000,62.79+ceil((重量-2000)/10)*1.34,USD,
Liberia,Rest of World,no-free-ship,重量,<2000,62.79 ,USD,
Lesotho,Rest of World,no-free-ship,每增加基础计费,>2000,65.88+ceil((重量-2000)/10)*1.5,USD,
Lesotho,Rest of World,no-free-ship,重量,<2000,65.88 ,USD,
Kosovo,Rest of World,no-free-ship,每增加基础计费,>2000,51.62+ceil((重量-2000)/10)*1.87,USD,
Zimbabwe,Zone C,small-light,重量,<20,1.91 ,USD,
Venezuela,Zone C,small-light,重量,<20,1.59 ,USD,
Ukraine,Zone C,small-light,重量,<20,1.32 ,USD,
Uganda,Zone C,small-light,重量,<20,1.47 ,USD,
Tanzania,Zone C,small-light,重量,<20,1.50 ,USD,
Sudan,Zone C,small-light,重量,<20,2.26 ,USD,
South Africa,Zone C,small-light,重量,<20,3.76 ,USD,
Somalia,Zone C,small-light,重量,<20,1.82 ,USD,
Russia,Zone C,small-light,重量,<20,2.18 ,USD,
Peru,Zone C,small-light,重量,<20,1.68 ,USD,
Pakistan,Zone C,small-light,重量,<20,1.15 ,USD,
Nigeria,Zone C,small-light,重量,<20,1.53 ,USD,
Mozambique,Zone C,small-light,重量,<20,1.56 ,USD,
Madagascar,Zone C,small-light,重量,<20,1.62 ,USD,
Libya,Zone C,small-light,重量,<20,2.56 ,USD,
Kenya,Zone C,small-light,重量,<20,1.47 ,USD,
Iraq,Zone C,small-light,重量,<20,1.47 ,USD,
Iran,Zone C,small-light,重量,<20,1.47 ,USD,
Ghana,Zone C,small-light,重量,<20,1.59 ,USD,
Ethiopia,Zone C,small-light,重量,<20,1.47 ,USD,
Cuba,Zone C,small-light,重量,<20,1.59 ,USD,
Congo (REP. OF),Zone C,small-light,重量,<20,1.53 ,USD,
Congo (DEM. REP. OF),Zone C,small-light,重量,<20,1.82 ,USD,
Chile,Zone C,small-light,重量,<20,2.00 ,USD,
Cameroon,Zone C,small-light,重量,<20,2.53 ,USD,
Brazil,Zone C,small-light,重量,<20,4.94 ,USD,
Belarus,Zone C,small-light,重量,<20,2.50 ,USD,
Argentina,Zone C,small-light,重量,<20,1.68 ,USD,
Angola,Zone C,small-light,重量,<20,1.56 ,USD,
Afghanistan,Zone C,small-light,重量,<20,1.71 ,USD,
Zimbabwe,Zone C,small-light,金额,<50,2.35 ,USD,
Venezuela,Zone C,small-light,金额,<50,2.43 ,USD,
Ukraine,Zone C,small-light,金额,<50,1.76 ,USD,
Uganda,Zone C,small-light,金额,<50,2.13 ,USD,
Tanzania,Zone C,small-light,金额,<50,2.21 ,USD,
Sudan,Zone C,small-light,金额,<50,3.01 ,USD,
South Africa,Zone C,small-light,金额,<50,4.34 ,USD,
Somalia,Zone C,small-light,金额,<50,2.79 ,USD,
Russia,Zone C,small-light,金额,<50,2.35 ,USD,
Peru,Zone C,small-light,金额,<50,2.65 ,USD,
Pakistan,Zone C,small-light,金额,<50,1.32 ,USD,
Nigeria,Zone C,small-light,金额,<50,2.28 ,USD,
Mozambique,Zone C,small-light,金额,<50,2.35 ,USD,
Madagascar,Zone C,small-light,金额,<50,2.50 ,USD,
Libya,Zone C,small-light,金额,<50,3.31 ,USD,
Kenya,Zone C,small-light,金额,<50,2.13 ,USD,
Iraq,Zone C,small-light,金额,<50,2.13 ,USD,
Iran,Zone C,small-light,金额,<50,2.13 ,USD,
Ghana,Zone C,small-light,金额,<50,2.43 ,USD,
Ethiopia,Zone C,small-light,金额,<50,2.13 ,USD,
Cuba,Zone C,small-light,金额,<50,2.43 ,USD,
Congo (REP. OF),Zone C,small-light,金额,<50,2.28 ,USD,
Congo (DEM. REP. OF),Zone C,small-light,金额,<50,2.79 ,USD,
Chile,Zone C,small-light,金额,<50,2.35 ,USD,
Cameroon,Zone C,small-light,金额,<50,3.24 ,USD,
Brazil,Zone C,small-light,金额,<50,5.29 ,USD,
Belarus,Zone C,small-light,金额,<50,3.38 ,USD,
Argentina,Zone C,small-light,金额,<50,2.65 ,USD,
Angola,Zone C,small-light,金额,<50,2.35 ,USD,
Afghanistan,Zone C,small-light,金额,<50,2.50 ,USD,
Zimbabwe,Zone C,small-light,金额,<300,6.03 ,USD,
Venezuela,Zone C,small-light,金额,<300,9.41 ,USD,
Ukraine,Zone C,small-light,金额,<300,5.44 ,USD,
Uganda,Zone C,small-light,金额,<300,7.65 ,USD,
Tanzania,Zone C,small-light,金额,<300,8.09 ,USD,
Sudan,Zone C,small-light,金额,<300,9.26 ,USD,
South Africa,Zone C,small-light,金额,<300,9.12 ,USD,
Somalia,Zone C,small-light,金额,<300,10.88 ,USD,
Russia,Zone C,small-light,金额,<300,3.82 ,USD,
Peru,Zone C,small-light,金额,<300,10.74 ,USD,
Pakistan,Zone C,small-light,金额,<300,2.79 ,USD,
Nigeria,Zone C,small-light,金额,<300,8.53 ,USD,
Mozambique,Zone C,small-light,金额,<300,8.97 ,USD,
Madagascar,Zone C,small-light,金额,<300,9.85 ,USD,
Libya,Zone C,small-light,金额,<300,9.56 ,USD,
Kenya,Zone C,small-light,金额,<300,7.65 ,USD,
Iraq,Zone C,small-light,金额,<300,7.65 ,USD,
Iran,Zone C,small-light,金额,<300,7.65 ,USD,
Ghana,Zone C,small-light,金额,<300,9.41 ,USD,
Ethiopia,Zone C,small-light,金额,<300,7.65 ,USD,
Cuba,Zone C,small-light,金额,<300,9.41 ,USD,
Congo (REP. OF),Zone C,small-light,金额,<300,8.53 ,USD,
Congo (DEM. REP. OF),Zone C,small-light,金额,<300,10.88 ,USD,
Chile,Zone C,small-light,金额,<300,5.29 ,USD,
Cameroon,Zone C,small-light,金额,<300,9.12 ,USD,
Brazil,Zone C,small-light,金额,<300,8.24 ,USD,
Belarus,Zone C,small-light,金额,<300,10.74 ,USD,
Argentina,Zone C,small-light,金额,<300,10.74 ,USD,
Angola,Zone C,small-light,金额,<300,8.97 ,USD,
Afghanistan,Zone C,small-light,金额,<300,9.12 ,USD,
Zimbabwe,Zone C,small-light,金额,<100,3.09 ,USD,
Venezuela,Zone C,small-light,金额,<100,3.82 ,USD,
Ukraine,Zone C,small-light,金额,<100,2.50 ,USD,
Uganda,Zone C,small-light,金额,<100,3.24 ,USD,
Tanzania,Zone C,small-light,金额,<100,3.38 ,USD,
Sudan,Zone C,small-light,金额,<100,4.26 ,USD,
South Africa,Zone C,small-light,金额,<100,5.29 ,USD,
Somalia,Zone C,small-light,金额,<100,4.41 ,USD,
Russia,Zone C,small-light,金额,<100,2.65 ,USD,
Peru,Zone C,small-light,金额,<100,4.26 ,USD,
Pakistan,Zone C,small-light,金额,<100,1.62 ,USD,
Nigeria,Zone C,small-light,金额,<100,3.53 ,USD,
Mozambique,Zone C,small-light,金额,<100,3.68 ,USD,
Madagascar,Zone C,small-light,金额,<100,3.97 ,USD,
Libya,Zone C,small-light,金额,<100,4.56 ,USD,
Kenya,Zone C,small-light,金额,<100,3.24 ,USD,
Iraq,Zone C,small-light,金额,<100,3.24 ,USD,
Iran,Zone C,small-light,金额,<100,3.24 ,USD,
Ghana,Zone C,small-light,金额,<100,3.82 ,USD,
Ethiopia,Zone C,small-light,金额,<100,3.24 ,USD,
Cuba,Zone C,small-light,金额,<100,3.82 ,USD,
Congo (REP. OF),Zone C,small-light,金额,<100,3.53 ,USD,
Congo (DEM. REP. OF),Zone C,small-light,金额,<100,4.41 ,USD,
Chile,Zone C,small-light,金额,<100,2.94 ,USD,
Cameroon,Zone C,small-light,金额,<100,4.41 ,USD,
Brazil,Zone C,small-light,金额,<100,5.88 ,USD,
Belarus,Zone C,small-light,金额,<100,4.85 ,USD,
Argentina,Zone C,small-light,金额,<100,4.26 ,USD,
Angola,Zone C,small-light,金额,<100,3.68 ,USD,
Afghanistan,Zone C,small-light,金额,<100,3.82 ,USD,
Zambia,Rest of World,small-light,重量,<200,5.74 ,USD,
Wallis And Futuna Islands,Rest of World,small-light,重量,<200,10.88 ,USD,
Vanuatu,Rest of World,small-light,重量,<200,8.68 ,USD,
United States Virgin Islands,Rest of World,small-light,重量,<200,9.71 ,USD,
Tuvalu,Rest of World,small-light,重量,<200,9.41 ,USD,
Turks And Caicos Islands,Rest of World,small-light,重量,<200,7.65 ,USD,
Tristan Da Cunha,Rest of World,small-light,重量,<200,15.59 ,USD,
Trinidad and Tobago,Rest of World,small-light,重量,<200,7.65 ,USD,
Tortola (British Virgin Islands),Rest of World,small-light,重量,<200,6.32 ,USD,
Tonga,Rest of World,small-light,重量,<200,8.38 ,USD,
Tokelau,Rest of World,small-light,重量,<200,13.97 ,USD,
Togo,Rest of World,small-light,重量,<200,7.06 ,USD,
Timor-leste,Rest of World,small-light,重量,<200,15.59 ,USD,
Swaziland,Rest of World,small-light,重量,<200,6.32 ,USD,
Solomon Islands,Rest of World,small-light,重量,<200,6.18 ,USD,
Sint Maarteen,Rest of World,small-light,重量,<200,7.65 ,USD,
Sierra Leone,Rest of World,small-light,重量,<200,7.65 ,USD,
Seychelles,Rest of World,small-light,重量,<200,5.00 ,USD,
Senegal,Rest of World,small-light,重量,<200,5.74 ,USD,
Sao Tome and Principe,Rest of World,small-light,重量,<200,7.65 ,USD,
San Marino,Rest of World,small-light,重量,<200,8.24 ,USD,
"Samoa, Western",Rest of World,small-light,重量,<200,10.74 ,USD,
Saint Vincent and The Grenadies,Rest of World,small-light,重量,<200,7.35 ,USD,
Saint Pierre And Miquelon,Rest of World,small-light,重量,<200,8.09 ,USD,
Saint Lucia,Rest of World,small-light,重量,<200,6.32 ,USD,
Saint Kitts And Nevis,Rest of World,small-light,重量,<200,7.35 ,USD,
Saint Helena,Rest of World,small-light,重量,<200,8.24 ,USD,
Rwanda,Rest of World,small-light,重量,<200,6.03 ,USD,
Reunion,Rest of World,small-light,重量,<200,9.71 ,USD,
Pitcairn,Rest of World,small-light,重量,<100,6.76 ,USD,
Papua New Guinea,Rest of World,small-light,重量,<100,5.00 ,USD,
Palestine,Rest of World,small-light,重量,<100,8.82 ,USD,
Northern Mariana Islands,Rest of World,small-light,重量,<100,7.65 ,USD,
Norfolk Island,Rest of World,small-light,重量,<100,4.85 ,USD,
Niue,Rest of World,small-light,重量,<100,6.47 ,USD,
Niger,Rest of World,small-light,重量,<100,4.41 ,USD,
New Caledonia,Rest of World,small-light,重量,<100,5.00 ,USD,
Nauru,Rest of World,small-light,重量,<100,6.76 ,USD,
Namibia,Rest of World,small-light,重量,<100,4.71 ,USD,
Montserrat,Rest of World,small-light,重量,<100,4.26 ,USD,
Martinique,Rest of World,small-light,重量,<100,7.06 ,USD,
Marshall Islands,Rest of World,small-light,重量,<100,7.35 ,USD,
Mali,Rest of World,small-light,重量,<100,4.56 ,USD,
Malawi,Rest of World,small-light,重量,<100,3.53 ,USD,
Liechtenstein,Rest of World,small-light,重量,<100,6.32 ,USD,
Liberia,Rest of World,small-light,重量,<100,4.12 ,USD,
Lesotho,Rest of World,small-light,重量,<100,4.41 ,USD,
Kosovo,Rest of World,small-light,重量,<100,4.12 ,USD,
Kiribati,Rest of World,small-light,重量,<100,5.44 ,USD,
Jersey,Rest of World,small-light,重量,<100,5.74 ,USD,
Jamaica,Rest of World,small-light,重量,<100,3.68 ,USD,
Isle of Man,Rest of World,small-light,重量,<100,5.74 ,USD,
Iceland,Rest of World,small-light,重量,<100,5.44 ,USD,
Haiti,Rest of World,small-light,重量,<100,4.26 ,USD,
Guinea,Rest of World,small-light,重量,<100,4.26 ,USD,
Guernsey,Rest of World,small-light,重量,<100,5.74 ,USD,
Guam,Rest of World,small-light,重量,<100,7.94 ,USD,
Guadeloupe,Rest of World,small-light,重量,<100,7.21 ,USD,
Grenada,Rest of World,small-light,重量,<100,3.97 ,USD,
Greenland,Rest of World,small-light,重量,<100,8.97 ,USD,
Gibraltar,Rest of World,small-light,重量,<100,4.85 ,USD,
Gambia,Rest of World,small-light,重量,<100,3.97 ,USD,
Gabon,Rest of World,small-light,重量,<100,4.41 ,USD,
French Polynesia,Rest of World,small-light,重量,<100,5.00 ,USD,
Fiji,Rest of World,small-light,重量,<100,5.00 ,USD,
Faroe Islands,Rest of World,small-light,重量,<100,8.24 ,USD,
Falkland Islands,Rest of World,small-light,重量,<100,6.76 ,USD,
Eritrea,Rest of World,small-light,重量,<100,3.97 ,USD,
Equatorial Guinea,Rest of World,small-light,重量,<100,4.26 ,USD,
Dominica,Rest of World,small-light,重量,<100,4.26 ,USD,
Djibouti,Rest of World,small-light,重量,<100,4.41 ,USD,
Curacao,Rest of World,small-light,重量,<100,3.97 ,USD,
Cote D'Ivoire,Rest of World,small-light,重量,<100,3.53 ,USD,
Cook Islands,Rest of World,small-light,重量,<100,8.82 ,USD,
Comoros,Rest of World,small-light,重量,<100,4.41 ,USD,
Chad,Rest of World,small-light,重量,<100,4.12 ,USD,
Central African Republic,Rest of World,small-light,重量,<100,4.41 ,USD,
Cayman Islands,Rest of World,small-light,重量,<100,3.97 ,USD,
Cape Verde,Rest of World,small-light,重量,<100,4.41 ,USD,
Burundi,Rest of World,small-light,重量,<100,3.97 ,USD,
Burkina Faso,Rest of World,small-light,重量,<100,4.56 ,USD,
Botswana,Rest of World,small-light,重量,<100,3.68 ,USD,
Bonaire,Rest of World,small-light,重量,<100,4.41 ,USD,
Bhutan,Rest of World,small-light,重量,<100,4.41 ,USD,
Bermuda,Rest of World,small-light,重量,<100,3.68 ,USD,
Benin,Rest of World,small-light,重量,<100,4.41 ,USD,
Barbados,Rest of World,small-light,重量,<100,3.68 ,USD,
Bahamas,Rest of World,small-light,重量,<100,3.82 ,USD,
Ascension Island,Rest of World,small-light,重量,<100,5.88 ,USD,
Aruba,Rest of World,small-light,重量,<100,4.56 ,USD,
Antigua and Barbuda,Rest of World,small-light,重量,<100,3.53 ,USD,
Anguilla,Rest of World,small-light,重量,<100,4.26 ,USD,
Andorra,Rest of World,small-light,重量,<100,5.15 ,USD,
American Samoa,Rest of World,small-light,重量,<100,7.50 ,USD,
Algeria,Rest of World,small-light,重量,<100,3.53 ,USD,
Zambia,Rest of World,small-light,金额,<300,8.09 ,USD,
Wallis And Futuna Islands,Rest of World,small-light,金额,<300,15.29 ,USD,
Vanuatu,Rest of World,small-light,金额,<300,12.06 ,USD,
United States Virgin Islands,Rest of World,small-light,金额,<300,11.76 ,USD,
Tuvalu,Rest of World,small-light,金额,<300,13.38 ,USD,
Turks And Caicos Islands,Rest of World,small-light,金额,<300,10.88 ,USD,
Tristan Da Cunha,Rest of World,small-light,金额,<300,22.35 ,USD,
Trinidad and Tobago,Rest of World,small-light,金额,<300,10.88 ,USD,
Tortola (British Virgin Islands),Rest of World,small-light,金额,<300,8.97 ,USD,
Tonga,Rest of World,small-light,金额,<300,11.62 ,USD,
Tokelau,Rest of World,small-light,金额,<300,20.44 ,USD,
Togo,Rest of World,small-light,金额,<300,9.56 ,USD,
Timor-leste,Rest of World,small-light,金额,<300,22.35 ,USD,
Swaziland,Rest of World,small-light,金额,<300,8.82 ,USD,
Solomon Islands,Rest of World,small-light,金额,<300,8.53 ,USD,
Sint Maarteen,Rest of World,small-light,金额,<300,10.88 ,USD,
Sierra Leone,Rest of World,small-light,金额,<300,10.88 ,USD,
Seychelles,Rest of World,small-light,金额,<300,7.06 ,USD,
Senegal,Rest of World,small-light,金额,<300,8.09 ,USD,
Sao Tome and Principe,Rest of World,small-light,金额,<300,10.88 ,USD,
San Marino,Rest of World,small-light,金额,<300,11.32 ,USD,
"Samoa, Western",Rest of World,small-light,金额,<300,15.59 ,USD,
Saint Vincent and The Grenadies,Rest of World,small-light,金额,<300,10.44 ,USD,
Saint Pierre And Miquelon,Rest of World,small-light,金额,<300,10.59 ,USD,
Saint Lucia,Rest of World,small-light,金额,<300,8.97 ,USD,
Saint Kitts And Nevis,Rest of World,small-light,金额,<300,10.44 ,USD,
Saint Helena,Rest of World,small-light,金额,<300,10.88 ,USD,
Rwanda,Rest of World,small-light,金额,<300,8.53 ,USD,
Reunion,Rest of World,small-light,金额,<300,11.91 ,USD,
Pitcairn,Rest of World,small-light,金额,<300,16.47 ,USD,
Papua New Guinea,Rest of World,small-light,金额,<300,12.65 ,USD,
Palestine,Rest of World,small-light,金额,<300,22.35 ,USD,
Northern Mariana Islands,Rest of World,small-light,金额,<300,11.76 ,USD,
Norfolk Island,Rest of World,small-light,金额,<300,12.50 ,USD,
Niue,Rest of World,small-light,金额,<300,16.76 ,USD,
Niger,Rest of World,small-light,金额,<300,9.12 ,USD,
New Caledonia,Rest of World,small-light,金额,<300,12.65 ,USD,
Nauru,Rest of World,small-light,金额,<300,16.18 ,USD,
Namibia,Rest of World,small-light,金额,<300,10.00 ,USD,
Montserrat,Rest of World,small-light,金额,<300,10.44 ,USD,
Martinique,Rest of World,small-light,金额,<300,11.76 ,USD,
Marshall Islands,Rest of World,small-light,金额,<300,11.18 ,USD,
Mali,Rest of World,small-light,金额,<300,9.56 ,USD,
Malawi,Rest of World,small-light,金额,<300,8.53 ,USD,
Liechtenstein,Rest of World,small-light,金额,<300,10.74 ,USD,
Liberia,Rest of World,small-light,金额,<300,10.29 ,USD,
Lesotho,Rest of World,small-light,金额,<300,10.88 ,USD,
Kosovo,Rest of World,small-light,金额,<300,9.12 ,USD,
Kiribati,Rest of World,small-light,金额,<300,13.38 ,USD,
Jersey,Rest of World,small-light,金额,<300,7.50 ,USD,
Jamaica,Rest of World,small-light,金额,<300,8.97 ,USD,
Isle of Man,Rest of World,small-light,金额,<300,7.50 ,USD,
Iceland,Rest of World,small-light,金额,<300,8.09 ,USD,
Haiti,Rest of World,small-light,金额,<300,10.44 ,USD,
Guinea,Rest of World,small-light,金额,<300,9.26 ,USD,
Guernsey,Rest of World,small-light,金额,<300,7.50 ,USD,
Guam,Rest of World,small-light,金额,<300,12.06 ,USD,
Guadeloupe,Rest of World,small-light,金额,<300,11.32 ,USD,
Grenada,Rest of World,small-light,金额,<300,9.85 ,USD,
Greenland,Rest of World,small-light,金额,<300,17.50 ,USD,
Gibraltar,Rest of World,small-light,金额,<300,11.91 ,USD,
Gambia,Rest of World,small-light,金额,<300,9.85 ,USD,
Gabon,Rest of World,small-light,金额,<300,9.12 ,USD,
French Polynesia,Rest of World,small-light,金额,<300,12.65 ,USD,
Fiji,Rest of World,small-light,金额,<300,12.65 ,USD,
Faroe Islands,Rest of World,small-light,金额,<300,15.29 ,USD,
Falkland Islands,Rest of World,small-light,金额,<300,16.18 ,USD,
Eritrea,Rest of World,small-light,金额,<300,9.85 ,USD,
Equatorial Guinea,Rest of World,small-light,金额,<300,9.56 ,USD,
Dominica,Rest of World,small-light,金额,<300,10.44 ,USD,
Djibouti,Rest of World,small-light,金额,<300,10.88 ,USD,
Curacao,Rest of World,small-light,金额,<300,9.85 ,USD,
Cote D'Ivoire,Rest of World,small-light,金额,<300,8.53 ,USD,
Cook Islands,Rest of World,small-light,金额,<300,22.35 ,USD,
Comoros,Rest of World,small-light,金额,<300,9.12 ,USD,
Chad,Rest of World,small-light,金额,<300,10.29 ,USD,
Central African Republic,Rest of World,small-light,金额,<300,10.88 ,USD,
Cayman Islands,Rest of World,small-light,金额,<300,9.85 ,USD,
Cape Verde,Rest of World,small-light,金额,<300,10.88 ,USD,
Burundi,Rest of World,small-light,金额,<300,9.85 ,USD,
Burkina Faso,Rest of World,small-light,金额,<300,9.56 ,USD,
Botswana,Rest of World,small-light,金额,<300,8.97 ,USD,
Bonaire,Rest of World,small-light,金额,<300,10.88 ,USD,
Bhutan,Rest of World,small-light,金额,<300,7.35 ,USD,
Bermuda,Rest of World,small-light,金额,<300,8.97 ,USD,
Benin,Rest of World,small-light,金额,<300,9.41 ,USD,
Barbados,Rest of World,small-light,金额,<300,8.97 ,USD,
Bahamas,Rest of World,small-light,金额,<300,9.41 ,USD,
Ascension Island,Rest of World,small-light,金额,<300,11.76 ,USD,
Aruba,Rest of World,small-light,金额,<300,11.03 ,USD,
Antigua and Barbuda,Rest of World,small-light,金额,<300,8.53 ,USD,
Anguilla,Rest of World,small-light,金额,<300,10.44 ,USD,
Andorra,Rest of World,small-light,金额,<300,8.09 ,USD,
American Samoa,Rest of World,small-light,金额,<300,11.32 ,USD,
Algeria,Rest of World,small-light,金额,<300,8.82 ,USD,
Zambia,Rest of World,small-light,金额,<50,2.21 ,USD,
Wallis And Futuna Islands,Rest of World,small-light,金额,<50,4.26 ,USD,
Vanuatu,Rest of World,small-light,金额,<50,3.60 ,USD,
United States Virgin Islands,Rest of World,small-light,金额,<50,6.62 ,USD,
Tuvalu,Rest of World,small-light,金额,<50,3.46 ,USD,
Turks And Caicos Islands,Rest of World,small-light,金额,<50,2.79 ,USD,
Tristan Da Cunha,Rest of World,small-light,金额,<50,5.44 ,USD,
Trinidad and Tobago,Rest of World,small-light,金额,<50,2.79 ,USD,
Tortola (British Virgin Islands),Rest of World,small-light,金额,<50,2.35 ,USD,
Tonga,Rest of World,small-light,金额,<50,3.53 ,USD,
Tokelau,Rest of World,small-light,金额,<50,4.26 ,USD,
Togo,Rest of World,small-light,金额,<50,3.31 ,USD,
Timor-leste,Rest of World,small-light,金额,<50,5.44 ,USD,
Swaziland,Rest of World,small-light,金额,<50,2.57 ,USD,
Solomon Islands,Rest of World,small-light,金额,<50,2.65 ,USD,
Sint Maarteen,Rest of World,small-light,金额,<50,2.79 ,USD,
Sierra Leone,Rest of World,small-light,金额,<50,2.79 ,USD,
Seychelles,Rest of World,small-light,金额,<50,1.91 ,USD,
Senegal,Rest of World,small-light,金额,<50,2.21 ,USD,
Sao Tome and Principe,Rest of World,small-light,金额,<50,2.79 ,USD,
San Marino,Rest of World,small-light,金额,<50,3.60 ,USD,
"Samoa, Western",Rest of World,small-light,金额,<50,3.46 ,USD,
Saint Vincent and The Grenadies,Rest of World,small-light,金额,<50,2.72 ,USD,
Saint Pierre And Miquelon,Rest of World,small-light,金额,<50,4.34 ,USD,
Saint Lucia,Rest of World,small-light,金额,<50,2.35 ,USD,
Saint Kitts And Nevis,Rest of World,small-light,金额,<50,2.72 ,USD,
Saint Helena,Rest of World,small-light,金额,<50,4.26 ,USD,
Rwanda,Rest of World,small-light,金额,<50,2.28 ,USD,
Reunion,Rest of World,small-light,金额,<50,6.40 ,USD,
Pitcairn,Rest of World,small-light,金额,<50,4.34 ,USD,
Papua New Guinea,Rest of World,small-light,金额,<50,3.09 ,USD,
Palestine,Rest of World,small-light,金额,<50,5.44 ,USD,
Northern Mariana Islands,Rest of World,small-light,金额,<50,6.62 ,USD,
Norfolk Island,Rest of World,small-light,金额,<50,2.94 ,USD,
Niue,Rest of World,small-light,金额,<50,3.90 ,USD,
